PUESTO;SALARIO;JORNADA;AÑOS DE SERVICIO;MES COMPLETO;CARGO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;984742.85;1.000;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;0; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;490133.00;1.000;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;451201.50;0.500;3; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;238933.00;0.500;5; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO BACHILLER            ;273807.35;0.375;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR ADJUNTO                       ;1217694.00;1.000;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;855434.00;1.000;2; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO C;826356.00;1.000;5; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
TECNICO ASISTENCIAL B;500637.00;1.000;4; ;SECRETARIA DE DIRECCIÓN                                                                                                                                                                                                                                         
TECNICO ASISTENCIAL A;503250.00;1.000;5; ;OPERARIO EN MANTENIMIENTO GENERAL DE INSTALACIONES                                                                                                                                                                                                              
TECNICO ASISTENCIAL B;500637.00;1.000;4; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
PROFESOR INTERINO LICENCIADO           ;209918.90;0.250;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;117977.80;0.125;5; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO B;816125.00;1.000;5; ;TÉCNICO EN GESTIÓN DE POSGRADOS B                                                                                                                                                                                                                               
TECNICO ASISTENCIAL A;480647.00;1.000;4; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TECNICO ESPECIALIZADO C;612326.00;1.000;4; ;TÉCNICO EN APOYO AL PROCESO ADMINISTRATIVO DE VICERRECTORÍA                                                                                                                                                                                                     
TECNICO ASISTENCIAL B;489180.00;1.000;3; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
TECNICO ASISTENCIAL A;443302.00;1.000;1; ;ASISTENTE EN ARCHIVÍSTICA                                                                                                                                                                                                                                       
TRABAJADOR OPERATIVO B;477866.00;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
TRABAJADOR OPERATIVO B;477866.00;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;229540.25;0.250;4; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO A;464436.00;1.000;5; ;TRABAJADOR AGROPECUARIO                                                                                                                                                                                                                                         
TRABAJADOR OPERATIVO B;526655.00;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO;520990.85;0.650;5; ;PROFESIONAL EN ANÁLISIS DE CONTAMINACIÓN AMBIENTAL                                                                                                                                                                                                              
TRABAJADOR OPERATIVO A;464436.00;1.000;5; ;TRABAJADOR AGROPECUARIO                                                                                                                                                                                                                                         
TRABAJADOR OPERATIVO B;477866.00;1.000;4; ;CONSERJE                                                                                                                                                                                                                                                        
TECNICO ESPECIALIZADO D;454040.75;1.000;0;MES INCOMPLETO;ENCARGADO DE SERVICIOS ADMINISTRATIVOS DE CENTRO                                                                                                                                                                                                                
PROFESOR INSTRUCTOR                    ;1376063.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;440431.00;1.000;4; ;CONSERJE                                                                                                                                                                                                                                                        
TRABAJADOR OPERATIVO B;477866.00;1.000;4; ;CONSERJE                                                                                                                                                                                                                                                        
TECNICO ESPECIALIZADO B;596125.00;1.000;4; ;TÉCNICO EN DISEÑO GRÁFICO                                                                                                                                                                                                                                       
